city,zone,vehicle_type,platform,season,month,avg_daily_orders,avg_daily_hours,effective_heat_days,effective_rain_days,effective_aqi_days,zone_flood_risk,zone_risk_score
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,26,6,0.0,1.2,0.4,1.35,1.11
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Monsoon,6,11,9,0.0,0.36,0.3,1.2,1.02
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Winter,2,22,7,1.4,0.075,40.0,1.5,1.5
Hyderabad,Madhapur,Two-Wheeler ICE,Swiggy,Winter,1,12,8,0.17,0.05,1.35,1.3,1.04
Mumbai,Dharavi,Two-Wheeler ICE,Both,Winter,12,11,11,0.0,0.6,1.8,1.35,1.09
Bengaluru,Whitefield,Bicycle,Both,Pre-monsoon,5,20,12,0.0,0.12,0.6,1.4,1.05
Delhi,ITO,Two-Wheeler EV,Swiggy,Pre-monsoon,5,12,6,12.6,0.3,10.0,1.4,1.44
Bengaluru,Mahadevapura,Two-Wheeler ICE,Both,Pre-monsoon,3,23,8,0.0,0.03,1.2,1.5,1.16
Delhi,Azad Market,Bicycle,Swiggy,Pre-monsoon,5,20,7,12.6,0.3,10.0,1.35,1.44
Chennai,Anna Nagar,Two-Wheeler EV,Zomato,Winter,2,44,13,0.2,0.2,3.2,1.05,1.02
Mumbai,Dharavi,Two-Wheeler EV,Swiggy,Winter,1,29,12,0.0,0.6,1.8,1.35,1.11
Mumbai,Parel,Two-Wheeler ICE,Zomato,Monsoon,6,23,11,0.0,7.2,0.2,1.3,1.35
Chennai,Velachery,Bicycle,Zomato,Post-monsoon,10,25,8,0.2,1.6,2.8,1.4,1.12
Delhi,ITO,Two-Wheeler ICE,Both,Monsoon,9,44,12,1.4,0.9,10.0,1.4,1.39
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Pre-monsoon,4,11,7,7.0,0.15,10.0,1.35,1.35
Hyderabad,Madhapur,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,28,12,0.85,0.1,0.3,1.3,1.07
Chennai,Pallikaranai,Two-Wheeler ICE,Zomato,Pre-monsoon,4,43,9,1.0,0.4,0.8,1.45,1.22
Hyderabad,Falaknuma,Two-Wheeler EV,Zomato,Monsoon,7,23,10,0.34,0.9,0.15,1.35,1.14
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,33,13,0.0,0.03,1.2,1.45,1.18
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Monsoon,8,16,6,0.17,0.9,0.15,1.35,1.16
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Monsoon,6,44,13,0.0,7.2,0.2,1.45,1.48
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Both,Pre-monsoon,4,17,6,0.0,0.06,0.6,1.45,1.12
Chennai,Adyar,Two-Wheeler ICE,Swiggy,Winter,2,26,11,0.2,0.2,3.2,1.4,1.17
Mumbai,Kurla,Two-Wheeler EV,Zomato,Post-monsoon,11,32,9,0.0,3.0,1.8,1.35,1.2
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Monsoon,8,43,8,0.0,0.54,0.3,1.1,1.07
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Post-monsoon,10,26,9,0.0,0.24,2.1,1.45,1.14
Bengaluru,Koramangala,Two-Wheeler EV,Zomato,Monsoon,9,36,6,0.0,0.36,0.6,1.2,1.09
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,9,16,11,1.4,0.9,10.0,1.4,1.34
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,7,16,9,0.0,0.54,0.3,1.1,1.02
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Post-monsoon,10,14,9,0.0,4.8,1.4,1.35,1.19
Chennai,Pallikaranai,Two-Wheeler EV,Swiggy,Monsoon,6,36,8,1.8,2.4,0.4,1.45,1.34
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Monsoon,9,16,13,0.0,7.2,0.4,1.45,1.43
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Monsoon,7,19,12,0.0,10.8,0.2,1.45,1.5
Delhi,Azad Market,Bicycle,Swiggy,Monsoon,9,36,6,1.4,0.9,10.0,1.35,1.32
Hyderabad,HITEC City,Two-Wheeler EV,Swiggy,Winter,1,31,8,0.17,0.05,1.35,1.25,1.09
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Monsoon,8,10,9,1.4,1.35,5.0,1.1,1.1
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,39,6,0.0,0.12,0.6,1.4,1.15
Hyderabad,Charminar,Two-Wheeler EV,Zomato,Monsoon,7,40,11,0.34,0.9,0.15,1.35,1.19
Bengaluru,Whitefield,Two-Wheeler ICE,Zomato,Post-monsoon,10,42,7,0.0,0.24,2.1,1.4,1.16
Delhi,Lajpat Nagar,Bicycle,Swiggy,Monsoon,8,12,6,1.4,1.35,5.0,1.1,1.05
Delhi,Lajpat Nagar,Two-Wheeler EV,Both,Monsoon,6,16,12,12.6,0.9,5.0,1.1,1.36
Bengaluru,Indiranagar,Two-Wheeler ICE,Both,Monsoon,7,38,10,0.0,0.54,0.3,1.1,1.07
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Post-monsoon,10,25,10,0.0,4.8,1.4,1.3,1.21
Chennai,Sholinganallur,Two-Wheeler ICE,Both,Post-monsoon,10,17,13,0.2,1.6,2.8,1.35,1.15
Delhi,Saket,Two-Wheeler EV,Zomato,Pre-monsoon,5,28,8,12.6,0.3,10.0,1.05,1.31
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Monsoon,9,16,11,0.0,7.2,0.4,1.45,1.43
Bengaluru,Mahadevapura,Bicycle,Zomato,Monsoon,9,34,7,0.0,0.36,0.6,1.5,1.22
Delhi,Saket,Two-Wheeler EV,Swiggy,Pre-monsoon,3,35,7,4.2,0.075,20.0,1.05,1.3
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Both,Post-monsoon,11,26,10,1.4,0.375,45.0,1.5,1.5
Delhi,Azad Market,Two-Wheeler ICE,Both,Pre-monsoon,4,19,10,7.0,0.15,10.0,1.35,1.4
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,4,39,12,7.0,0.15,10.0,1.5,1.5
Chennai,Anna Nagar,Bicycle,Swiggy,Winter,12,17,6,0.2,0.2,3.6,1.05,0.95
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,10,40,10,1.4,0.6,35.0,1.05,1.37
Chennai,Anna Nagar,Two-Wheeler EV,Swiggy,Monsoon,8,42,7,0.2,3.6,0.4,1.05,1.13
Bengaluru,Koramangala,Two-Wheeler EV,Zomato,Monsoon,6,38,13,0.0,0.36,0.3,1.2,1.09
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Monsoon,9,27,13,0.0,7.2,0.4,1.1,1.26
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Monsoon,9,35,8,1.4,0.9,10.0,1.1,1.24
Hyderabad,Banjara Hills,Bicycle,Zomato,Winter,1,35,8,0.17,0.05,1.35,1.05,0.97
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,7,44,6,0.0,10.8,0.2,1.3,1.5
Chennai,Pallikaranai,Bicycle,Zomato,Winter,2,23,7,0.2,0.2,3.2,1.45,1.15
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Winter,12,31,9,0.0,0.6,1.8,1.45,1.24
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Pre-monsoon,5,29,12,0.0,0.12,0.6,1.45,1.13
Delhi,Saket,Bicycle,Swiggy,Pre-monsoon,3,23,10,4.2,0.075,20.0,1.05,1.23
Chennai,Adyar,Two-Wheeler EV,Swiggy,Pre-monsoon,5,36,9,1.8,0.8,0.8,1.4,1.2
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Winter,1,18,6,1.4,0.075,45.0,1.1,1.36
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Monsoon,6,28,8,0.0,0.36,0.3,1.1,1.02
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Post-monsoon,11,38,8,0.2,1.0,3.6,1.35,1.19
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Pre-monsoon,3,42,7,0.51,0.05,0.6,1.35,1.14
Delhi,Yamuna Floodplain,Bicycle,Zomato,Pre-monsoon,5,12,10,12.6,0.3,10.0,1.5,1.47
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Winter,1,37,9,0.0,0.03,2.7,1.2,1.1
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Monsoon,9,25,9,0.0,0.36,0.6,1.45,1.19
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Winter,2,15,13,1.4,0.075,40.0,1.5,1.5
Chennai,Sholinganallur,Two-Wheeler EV,Zomato,Monsoon,8,12,9,0.2,3.6,0.4,1.35,1.18
Hyderabad,Banjara Hills,Two-Wheeler ICE,Swiggy,Monsoon,8,20,8,0.17,0.9,0.15,1.05,1.01
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Post-monsoon,11,31,10,0.0,0.15,2.7,1.2,1.07
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,25,8,7.0,0.15,10.0,1.1,1.27
Bengaluru,Mahadevapura,Two-Wheeler EV,Swiggy,Monsoon,7,18,13,0.0,0.54,0.3,1.5,1.19
Mumbai,Andheri,Bicycle,Swiggy,Monsoon,8,31,11,0.0,10.8,0.2,1.3,1.45
Bengaluru,Koramangala,Two-Wheeler ICE,Both,Monsoon,7,12,8,0.0,0.54,0.3,1.2,1.02
Mumbai,Parel,Two-Wheeler ICE,Zomato,Pre-monsoon,3,43,7,0.0,0.6,0.8,1.3,1.12
Delhi,Azad Market,Two-Wheeler EV,Zomato,Post-monsoon,11,25,7,1.4,0.375,45.0,1.35,1.43
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Post-monsoon,11,42,9,1.4,0.375,45.0,1.05,1.36
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Winter,2,36,7,0.0,0.6,1.6,1.35,1.18
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Monsoon,7,44,11,0.4,3.6,0.4,1.38,1.33
Bengaluru,Mahadevapura,Bicycle,Swiggy,Monsoon,9,44,11,0.0,0.36,0.6,1.5,1.22
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Winter,1,17,13,0.17,0.05,1.35,1.3,1.09
Hyderabad,HITEC City,Bicycle,Zomato,Post-monsoon,10,44,6,0.17,0.4,1.05,1.25,1.04
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Post-monsoon,11,29,11,0.0,3.0,1.8,1.3,1.16
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,21,13,0.0,1.2,0.4,1.35,1.11
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Pre-monsoon,3,36,6,4.2,0.075,20.0,1.05,1.33
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,19,12,0.0,0.03,1.2,1.1,0.96
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Monsoon,6,15,9,1.8,2.4,0.4,1.05,1.12
Chennai,Pallikaranai,Two-Wheeler ICE,Both,Pre-monsoon,4,41,8,1.0,0.4,0.8,1.45,1.22
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,11,17,13,1.4,0.375,45.0,1.05,1.31
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Monsoon,6,20,11,0.0,7.2,0.2,1.35,1.38
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Monsoon,8,34,7,0.0,10.8,0.2,1.35,1.5
Chennai,Pallikaranai,Two-Wheeler EV,Swiggy,Pre-monsoon,4,38,10,1.0,0.4,0.8,1.45,1.19
Delhi,ITO,Two-Wheeler ICE,Zomato,Monsoon,6,11,6,12.6,0.9,5.0,1.4,1.49
Chennai,Pallikaranai,Two-Wheeler ICE,Zomato,Winter,2,42,8,0.2,0.2,3.2,1.45,1.25
Hyderabad,Begumpet,Two-Wheeler EV,Both,Winter,2,10,7,0.17,0.05,1.2,1.2,0.96
Bengaluru,Mahadevapura,Two-Wheeler EV,Swiggy,Post-monsoon,10,12,9,0.0,0.24,2.1,1.5,1.08
Bengaluru,Whitefield,Two-Wheeler EV,Swiggy,Pre-monsoon,5,15,7,0.0,0.12,0.6,1.4,1.07
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Winter,1,27,6,0.0,0.6,1.8,1.25,1.09
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Winter,12,17,6,1.4,0.075,45.0,1.5,1.5
Chennai,Pallikaranai,Two-Wheeler EV,Swiggy,Pre-monsoon,5,23,9,1.8,0.8,0.8,1.45,1.18
Delhi,Connaught Place,Bicycle,Zomato,Pre-monsoon,5,34,11,12.6,0.3,10.0,1.05,1.34
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Post-monsoon,10,12,10,0.0,4.8,1.4,1.35,1.19
Chennai,Velachery,Two-Wheeler EV,Both,Monsoon,8,28,8,0.2,3.6,0.4,1.4,1.26
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,5,40,7,12.6,0.3,10.0,1.5,1.5
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Monsoon,8,20,10,1.4,1.35,5.0,1.35,1.27
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Monsoon,6,11,12,12.6,0.9,5.0,1.5,1.5
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Monsoon,7,18,6,2.8,1.35,5.0,1.5,1.39
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Monsoon,7,30,12,0.0,10.8,0.2,1.45,1.5
Delhi,Connaught Place,Bicycle,Swiggy,Pre-monsoon,5,37,7,12.6,0.3,10.0,1.05,1.34
Delhi,Lajpat Nagar,Two-Wheeler ICE,Both,Winter,12,37,11,1.4,0.075,45.0,1.1,1.41
Mumbai,Parel,Two-Wheeler ICE,Both,Monsoon,6,29,7,0.0,7.2,0.2,1.3,1.35
Mumbai,Andheri,Two-Wheeler ICE,Both,Monsoon,7,39,8,0.0,10.8,0.2,1.3,1.5
Delhi,ITO,Bicycle,Swiggy,Monsoon,6,11,6,12.6,0.9,5.0,1.4,1.44
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Winter,1,42,13,0.0,0.6,1.8,1.3,1.16
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Winter,1,25,8,0.2,0.2,3.6,1.05,1.0
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Pre-monsoon,3,16,10,0.51,0.05,0.6,1.3,1.06
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Monsoon,7,16,9,0.0,0.54,0.3,1.45,1.2
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Winter,12,26,8,0.0,0.03,2.7,1.45,1.18
Hyderabad,HITEC City,Two-Wheeler ICE,Zomato,Monsoon,6,21,13,1.53,0.6,0.15,1.25,1.14
Bengaluru,Bellandur,Two-Wheeler EV,Swiggy,Winter,2,14,7,0.0,0.03,2.4,1.45,1.09
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,44,12,0.0,0.06,0.6,1.5,1.2
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Winter,12,31,8,1.4,0.075,45.0,1.5,1.5
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,3,18,8,4.2,0.075,20.0,1.1,1.3
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Monsoon,6,23,10,0.0,7.2,0.2,1.35,1.38
Delhi,ITO,Bicycle,Swiggy,Winter,1,36,12,1.4,0.075,45.0,1.4,1.5
Mumbai,Andheri,Two-Wheeler EV,Swiggy,Winter,1,37,7,0.0,0.6,1.8,1.3,1.13
Chennai,Velachery,Two-Wheeler ICE,Zomato,Winter,2,38,13,0.2,0.2,3.2,1.4,1.22
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,13,11,1.8,0.8,0.8,1.05,0.96
Bengaluru,Whitefield,Two-Wheeler ICE,Zomato,Monsoon,6,39,12,0.0,0.36,0.3,1.4,1.22
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Monsoon,7,19,7,0.0,10.8,0.2,1.35,1.48
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Monsoon,7,24,9,0.4,3.6,0.4,1.35,1.27
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Post-monsoon,11,15,9,0.0,3.0,1.8,1.3,1.16
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Winter,12,43,7,1.4,0.075,45.0,1.1,1.38
Mumbai,Kurla,Two-Wheeler EV,Zomato,Post-monsoon,11,15,7,0.0,3.0,1.8,1.35,1.15
Delhi,Yamuna Floodplain,Two-Wheeler EV,Swiggy,Pre-monsoon,5,29,7,12.6,0.3,10.0,1.5,1.5
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Post-monsoon,11,27,9,1.4,0.375,45.0,1.35,1.46
Chennai,Adyar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,16,9,0.2,1.6,2.8,1.4,1.17
Delhi,Lajpat Nagar,Bicycle,Swiggy,Monsoon,7,13,8,2.8,1.35,5.0,1.1,1.09
Hyderabad,Falaknuma,Two-Wheeler ICE,Both,Winter,12,13,8,0.17,0.05,1.35,1.35,1.07
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,25,12,0.0,0.6,0.8,1.1,0.97
Bengaluru,Whitefield,Two-Wheeler ICE,Zomato,Post-monsoon,11,12,10,0.0,0.15,2.7,1.4,1.07
Delhi,Lajpat Nagar,Two-Wheeler EV,Zomato,Winter,12,43,12,1.4,0.075,45.0,1.1,1.38
Mumbai,Parel,Two-Wheeler ICE,Zomato,Pre-monsoon,3,28,10,0.0,0.6,0.8,1.3,1.07
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Post-monsoon,10,16,7,0.0,4.8,1.4,1.45,1.29
Mumbai,Parel,Two-Wheeler ICE,Both,Post-monsoon,11,37,8,0.0,3.0,1.8,1.3,1.21
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Monsoon,9,37,10,0.17,0.6,0.3,1.35,1.2
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,13,6,0.0,1.2,0.4,1.3,1.04
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Post-monsoon,11,40,10,0.0,0.15,2.7,1.1,1.02
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,11,12,1.0,0.4,0.8,1.05,0.92
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Post-monsoon,10,16,11,0.0,4.8,1.4,1.3,1.21
Chennai,Velachery,Two-Wheeler ICE,Both,Monsoon,8,36,7,0.2,3.6,0.4,1.4,1.34
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,20,10,0.0,0.03,1.2,1.45,1.13
Delhi,Saket,Bicycle,Swiggy,Post-monsoon,10,35,7,1.4,0.6,35.0,1.05,1.32
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,9,21,11,0.0,7.2,0.4,1.3,1.36
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Pre-monsoon,3,12,7,0.51,0.05,0.6,1.35,1.04
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Winter,12,36,13,1.4,0.075,45.0,1.05,1.39
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Winter,12,12,6,0.0,0.6,1.8,1.25,1.04
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Monsoon,6,27,8,0.0,0.36,0.3,1.45,1.19
Mumbai,Andheri,Two-Wheeler EV,Swiggy,Monsoon,6,34,11,0.0,7.2,0.2,1.3,1.37
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Monsoon,6,12,6,12.6,0.9,5.0,1.1,1.31
Chennai,Velachery,Two-Wheeler ICE,Zomato,Pre-monsoon,5,39,10,1.8,0.8,0.8,1.4,1.23
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Post-monsoon,11,29,6,1.4,0.375,45.0,1.5,1.5
Hyderabad,HITEC City,Two-Wheeler EV,Swiggy,Pre-monsoon,5,15,6,1.53,0.2,0.3,1.25,1.04
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,8,33,8,0.0,0.54,0.3,1.1,1.07
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Monsoon,6,21,6,0.0,7.2,0.2,1.35,1.38
Chennai,Adyar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,31,6,0.2,1.6,2.8,1.4,1.22
Delhi,Azad Market,Two-Wheeler ICE,Both,Post-monsoon,10,10,8,1.4,0.6,35.0,1.35,1.42
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Post-monsoon,10,12,10,0.0,0.24,2.1,1.2,0.96
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Pre-monsoon,4,44,9,0.0,0.06,0.6,1.45,1.17
Bengaluru,Sarjapur Road,Two-Wheeler EV,Swiggy,Winter,12,37,7,0.0,0.03,2.7,1.45,1.2
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Winter,2,20,13,0.0,0.03,2.4,1.5,1.2
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Pre-monsoon,4,28,13,0.0,1.2,0.4,1.45,1.16
Delhi,Saket,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,42,12,4.2,0.075,20.0,1.05,1.33
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Post-monsoon,11,35,8,0.17,0.25,1.35,1.35,1.13
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Monsoon,9,35,7,0.2,2.4,0.8,1.35,1.27
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Both,Post-monsoon,10,33,9,0.0,0.24,2.1,1.45,1.19
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Post-monsoon,10,28,9,1.4,0.6,35.0,1.1,1.34
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Post-monsoon,11,30,8,0.0,0.15,2.7,1.5,1.17
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,28,12,0.0,0.06,0.6,1.1,0.95
Chennai,Pallikaranai,Two-Wheeler ICE,Zomato,Post-monsoon,11,33,6,0.2,1.0,3.6,1.45,1.24
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Monsoon,9,30,12,0.2,2.4,0.8,1.38,1.24
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Pre-monsoon,3,28,9,0.0,0.03,1.2,1.45,1.13
Mumbai,Parel,Two-Wheeler ICE,Zomato,Pre-monsoon,4,43,7,0.0,1.2,0.4,1.3,1.14
Chennai,Sholinganallur,Two-Wheeler EV,Zomato,Winter,1,23,13,0.2,0.2,3.6,1.35,1.12
Hyderabad,Madhapur,Two-Wheeler ICE,Swiggy,Winter,1,24,11,0.17,0.05,1.35,1.3,1.09
Bengaluru,Whitefield,Two-Wheeler EV,Zomato,Monsoon,8,17,11,0.0,0.54,0.3,1.4,1.14
Hyderabad,HITEC City,Two-Wheeler ICE,Both,Pre-monsoon,5,39,11,1.53,0.2,0.3,1.25,1.12
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Monsoon,6,32,8,0.0,7.2,0.2,1.25,1.38
Delhi,ITO,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,39,13,4.2,0.075,20.0,1.4,1.5
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Both,Post-monsoon,10,29,9,1.4,0.6,35.0,1.5,1.5
Hyderabad,Banjara Hills,Two-Wheeler EV,Swiggy,Post-monsoon,11,41,10,0.17,0.25,1.35,1.05,0.95
Bengaluru,Whitefield,Bicycle,Swiggy,Post-monsoon,10,10,7,0.0,0.24,2.1,1.4,1.01
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Monsoon,6,27,12,12.6,0.9,5.0,1.1,1.39
Mumbai,Parel,Bicycle,Zomato,Pre-monsoon,3,23,13,0.0,0.6,0.8,1.3,1.02
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Winter,2,27,10,0.0,0.6,1.6,1.45,1.18
Delhi,ITO,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,19,10,12.6,0.3,10.0,1.4,1.5
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Monsoon,6,28,11,0.0,0.36,0.3,1.45,1.19
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Post-monsoon,11,44,9,0.0,0.15,2.7,1.2,1.07
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Winter,2,31,7,0.0,0.6,1.6,1.45,1.23
Delhi,ITO,Two-Wheeler ICE,Zomato,Pre-monsoon,4,39,10,7.0,0.15,10.0,1.4,1.47
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Monsoon,9,15,11,0.0,7.2,0.4,1.45,1.43
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Winter,1,14,8,0.0,0.03,2.7,1.1,0.95
Hyderabad,Begumpet,Two-Wheeler ICE,Swiggy,Post-monsoon,11,43,11,0.17,0.25,1.35,1.2,1.06
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,15,6,7.0,0.15,10.0,1.05,1.25
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Post-monsoon,10,38,7,0.2,1.6,2.8,1.35,1.2
Delhi,Yamuna Floodplain,Two-Wheeler EV,Swiggy,Winter,2,40,13,1.4,0.075,40.0,1.5,1.5
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Monsoon,7,42,8,2.8,1.35,5.0,1.35,1.36
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Monsoon,8,18,10,1.4,1.35,5.0,1.1,1.15
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,25,9,0.0,0.6,0.8,1.45,1.15
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Winter,2,36,12,0.0,0.03,2.4,1.5,1.25
Bengaluru,Indiranagar,Two-Wheeler ICE,Both,Winter,1,37,7,0.0,0.03,2.7,1.1,1.05
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Winter,1,36,9,0.2,0.2,3.6,1.38,1.22
Delhi,Lajpat Nagar,Two-Wheeler EV,Zomato,Monsoon,6,17,10,12.6,0.9,5.0,1.1,1.36
Mumbai,Kurla,Two-Wheeler EV,Swiggy,Pre-monsoon,4,38,9,0.0,1.2,0.4,1.35,1.13
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,8,25,7,0.0,0.54,0.3,1.4,1.17
Mumbai,Wadala,Two-Wheeler EV,Swiggy,Monsoon,9,38,10,0.0,7.2,0.4,1.25,1.35
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Post-monsoon,11,30,11,1.4,0.375,45.0,1.05,1.31
Delhi,Yamuna Floodplain,Bicycle,Swiggy,Monsoon,9,27,7,1.4,0.9,10.0,1.5,1.34
Chennai,Adyar,Two-Wheeler EV,Zomato,Pre-monsoon,5,15,13,1.8,0.8,0.8,1.4,1.15
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Winter,1,28,6,0.0,0.03,2.7,1.5,1.2
